MANDT,LIFNR,EKORG,WAERS,LIEFR,MINBW,KZABS,KZAUT,KZBESN,MEPRF,INCO1,INCO2,WEBRE,KZWBK,BOAUF,BOKRE,BOSPE,BOSTA,BOSPE2,UMSAE
100,0000001241,3000,KRW,,,,,,2,CIF,,,,,,,,,
100,0000000185,4000,KRW,,,,,,,DDP,,X,,,,,,,
200,0000001590,2000,EUR,,,,,,3,EXW,,,,,,,,,
100,0000001683,3000,EUR,,,,,,,CPT,,X,,,,,,,
100,0000000550,3000,JPY,,,,,,1,DDP,,,,,,,,,
100,0000000883,2000,USD,,,,,,3,FOB,,X,,,,,,,
100,0000001881,4000,USD,,,,,,,CIF,,,,,,,,,
100,0000000818,2000,GBP,,,,,,3,DDP,,,,,,,,,
100,0000000888,2000,CNY,,,,,,1,CPT,,,,,,,,,
100,0000000754,2000,KRW,,,,,,,CFR,,X,,,,,,,
100,0000001877,2000,KRW,,,,,,1,CPT,,X,,,,,,,
100,0000000441,2000,EUR,,,,,,,FCA,,,,,,,,,
100,0000000730,4000,USD,,,,,,3,DAP,,,,,,,,,
100,0000000472,4000,JPY,,,,,,3,FCA,,X,,,,,,,
100,0000001528,2000,BRL,,,,,,,DDP,,,,,,,,,
100,0000001073,2000,CNY,,,,,,1,DAP,,,,,,,,,
100,0000001244,4000,JPY,,,,,,,FCA,,,,,,,,,
100,0000001940,2000,CHF,,,,,,2,CPT,,,,,,,,,
100,0000000560,4000,KRW,,,,,,,CIF,,,,,,,,,
100,0000000985,5000,AUD,,,,,,2,CFR,,X,,,,,,,
100,0000000571,4000,CHF,,,,,,2,FOB,,X,,,,,,,
100,0000000804,3000,AUD,,,,,,2,DDP,,X,,,,,,,
100,0000000319,3000,CAD,,,,,,3,FOB,,X,,,,,,,
100,0000000531,2000,CAD,,,,,,3,CPT,,,,,,,,,
100,0000001134,3000,GBP,,,,,,2,DAT,,X,,,,,,,
100,0000000026,3000,JPY,,,,,,3,CIF,,,,,,,,,
100,0000000132,2000,USD,,,,,,3,CPT,,X,,,,,,,
100,0000000740,3000,BRL,,,,,,1,CPT,,X,,,,,,,
100,0000000894,5000,CHF,,,,,,,DDP,,X,,,,,,,
100,0000000994,5000,AUD,,,,,,1,CIP,,X,,,,,,,
100,0000001669,5000,AUD,,,,,,,CPT,,X,,,,,,,
100,0000001490,2000,GBP,,,,,,,FCA,,,,,,,,,
100,0000000891,2000,KRW,,,,,,1,DAT,,,,,,,,,
100,0000000263,2000,CNY,,,,,,1,CIP,,X,,,,,,,
100,0000000718,4000,JPY,,,,,,,CPT,,X,,,,,,,
100,0000000398,4000,GBP,,,,,,1,DDP,,,,,,,,,
100,0000001789,3000,BRL,,,,,,,EXW,,,,,,,,,
100,0000001298,3000,KRW,,,,,,1,FCA,,,,,,,,,
100,0000001383,2000,USD,,,,,,,DAT,,X,,,,,,,
100,0000001228,4000,CHF,,,,,,1,EXW,,,,,,,,,
100,0000000223,2000,CHF,,,,,,1,DAP,,X,,,,,,,
100,0000001202,5000,CHF,,,,,,3,DDP,,X,,,,,,,
100,0000001570,1000,AUD,,,,,,2,EXW,,X,,,,,,,
100,0000001532,3000,GBP,,,,,,2,DAT,,X,,,,,,,
100,0000000338,4000,GBP,,,,,,,EXW,,X,,,,,,,
100,0000000208,5000,CAD,,,,,,2,CIP,,X,,,,,,,
100,0000001124,5000,BRL,,,,,,1,CFR,,,,,,,,,
100,0000000220,5000,EUR,,,,,,1,DAP,,,,,,,,,
100,0000001918,4000,USD,,,,,,3,FCA,,X,,,,,,,
100,0000000775,5000,BRL,,,,,,3,CIP,,,,,,,,,
100,0000000252,5000,USD,,,,,,1,DDP,,,,,,,,,
100,0000000388,2000,USD,,,,,,2,FOB,,X,,,,,,,
100,0000000025,5000,AUD,,,,,,3,DAP,,X,,,,,,,
100,0000000364,2000,USD,,,,,,3,CIP,,,,,,,,,
100,0000000899,4000,JPY,,,,,,3,DAT,,,,,,,,,
100,0000001126,4000,GBP,,,,,,1,EXW,,X,,,,,,,
100,0000000680,2000,BRL,,,,,,1,DAT,,,,,,,,,
100,0000000831,3000,CAD,,,,,,2,CFR,,,,,,,,,
100,0000001112,1000,EUR,,,,,,3,DAP,,,,,,,,,
100,0000000177,3000,AUD,,,,,,3,DAP,,,,,,,,,
100,0000001440,5000,JPY,,,,,,,CIF,,X,,,,,,,
100,0000001290,1000,CNY,,,,,,3,DDP,,,,,,,,,
100,0000000042,5000,JPY,,,,,,,DDP,,X,,,,,,,
100,0000000448,1000,CAD,,,,,,,FCA,,X,,,,,,,
100,0000000508,4000,CAD,,,,,,2,DAT,,,,,,,,,
100,0000001863,5000,BRL,,,,,,3,CFR,,X,,,,,,,
100,0000000295,2000,BRL,,,,,,2,EXW,,X,,,,,,,
